PDB_ID,Experimental,DELTA_TOTAL,VDWAALS,EEL,EPB,ENPOLAR
1km5,,-20.296,-20.144,-10.252,12.936,-2.836
3lbi,,-46.416,-46.245,-28.39,32.645,-4.426
4xd1,,-47.637,-48.797,-16.062,22.143,-4.922
5d7c,,-44.306,-44.987,-7.456,11.999,-3.862
5iqa,,-28.257,-33.294,-7.458,16.802,-4.307
1dyh,,-32.038,-30.796,-13.614,16.459,-4.087
2j7t,,-57.797,-58.243,-3.548,9.61,-5.616
5fus,,-36.813,-36.696,-3.674,7.001,-3.445
1lcw,,-35.061,-31.617,-14.917,14.716,-3.242
4aoz,,-19.524,-18.701,-11.495,12.97,-2.298
4cgm,,-52.21,-54.251,-2.453,9.763,-5.27
4tnz,,-27.472,-33.629,-27.302,37.657,-4.197
5vpz,,-45.238,-43.775,-33.691,36.478,-4.25
1kvu,,-45.944,-49.461,-17.772,26.608,-5.319
1uhb,,-51.739,-44.108,-72.7,70.306,-5.238
5xd3,,-23.308,-20.646,-19.375,19.751,-3.038
2e5a,,-73.275,-72.147,-19.165,23.423,-5.386
6d1v,,-18.088,-17.542,-15.922,18.366,-2.99
3one,,-63.324,-62.108,-37.594,42.61,-6.232
2nom,,-30.558,-27.806,-38.486,39.709,-3.975
4mml,,-15.264,-14.302,-9.666,10.874,-2.171
2o4g,,-22.137,-22.501,-9.428,12.498,-2.707
2ffq,,-46.32,-49.378,-22.967,30.589,-4.565
1g3u,,-30.107,-37.392,-7.038,17.515,-3.193
3obp,,-11.699,-10.957,-5.648,6.517,-1.611
2wge,,-34.491,-34.463,-5.526,8.322,-2.824
2xt3,,-29.991,-30.396,-11.203,15.091,-3.484
4dkb,,-25.779,-22.811,-24.915,25.25,-3.303
1o3o,,-35.548,-28.919,-27.015,23.196,-2.81
3rs9,,-30.836,-29.248,-3.272,5.451,-3.767
2c43,,-56.462,-56.868,-24.741,31.083,-5.937
4o1p,,-32.562,-34.101,-16.525,23.107,-5.043
3zcb,,-23.03,-24.335,-10.877,15.688,-3.506
6a00,,-21.336,-20.952,-6.898,8.792,-2.277
5eib,,-47.844,-44.122,-39.778,40.494,-4.438
6hso,,-19.253,-25.408,-18.109,27.641,-3.377
3ryd,,-3.25,-3.036,-5.742,6.568,-1.039
3fvq,,-11.415,-11.825,-8.133,10.778,-2.234
4egh,,-28.905,-28.857,-7.858,10.602,-2.792
1oxv,,-22.158,-22.752,-9.137,12.654,-2.923
2ga4,,-21.766,-20.102,-10.47,10.572,-1.766
1g6t,,-20.205,-18,-25.308,25.752,-2.649
1p5z,,-24.055,-22.868,-14.283,15.921,-2.825
4ppf,,-13.343,-1.734,-55.801,46.048,-1.856
6czy,,-15.685,-16.211,-7.398,10.253,-2.329
4f1m,,-35.473,-33.715,-32.682,35.285,-4.361
5jsf,,-69.364,-65.573,-37.115,39.314,-5.99
5tnt,,-56.812,-57.798,-9.67,15.306,-4.651
3qxs,,-10.179,-21.059,-9.122,23.237,-3.235
6qvl,,-33.136,-33.278,-11.327,15.671,-4.201
1uxi,,-10.865,-9.743,-9.276,9.802,-1.647
5ifs,,-37.305,-36.176,-15.974,18.393,-3.548
5jim,,-16.077,-15.298,-2.601,4.166,-2.344
4gqg,,-77.942,-74.223,-39.118,41.365,-5.966
1t1w,,-93.345,-84.304,-70.53,70.507,-9.018
3tah,,-29.455,-26.973,-14.79,15.226,-2.919
6f51,,-49.186,-48.063,-30.309,34.877,-5.692
3kmw,,-29.218,-33.635,-3.441,11.949,-4.091
1vfw,,-33.239,-34.107,-9.47,13.91,-3.572
4apz,,-24.4,-23.631,-12.654,14.396,-2.512
1n24,,-15.952,-25.248,-8.371,21.227,-3.559
4brn,,-27.762,-29.292,-9.307,14.227,-3.39
1lov,,-28.085,-25.457,-16.714,17.076,-2.989
1p2s,,-3.79,-3.756,-1.527,2.396,-0.904
6i3c,,-39.294,-42.798,-24.58,32.431,-4.347
3bwy,,-47.274,-46.683,-37.085,40.844,-4.35
1e9f,,-33.15,-32.913,-12.569,15.734,-3.401
421p,,-46.622,-47.604,-30.544,35.945,-4.42
4adc,,-16.979,-17.198,-7.362,10.092,-2.51
5zbr,,-22.721,-31.967,-9.219,22.086,-3.62
6bq6,,-34.707,-37.142,-2.011,8.148,-3.703
3h6d,,-25.476,-25.566,-5.096,7.723,-2.537
4zwg,,-32.401,-30.442,-27.896,30.3,-4.362
4bu4,,-27.787,-28.784,-1.661,5.098,-2.44
4mpo,,-28.806,-29.73,-0.807,4.395,-2.664
2eac,,-18.042,-15.907,-12.381,12.286,-2.04
5hbr,,-57.77,-59.743,-12.028,20.209,-6.208
1vom,,-21.014,-33.425,-12.295,28.608,-3.903
4d4g,,-42.861,-45.871,-25.939,33.719,-4.77
3v1x,,-22.396,-25.831,-11.407,18.592,-3.749
1yvd,,-40.821,-42.557,-17.376,23.278,-4.166
4ava,,-56.66,-56.778,-13.714,19.842,-6.01
6dwj,,-36.261,-37.091,-20.524,25.695,-4.341
4dlx,,-38.042,-44.638,-23.793,34.905,-4.516
6gaq,,-50.56,-47.146,-19.178,19.874,-4.11
5u24,,-49.761,-53.627,-13.24,22.948,-5.843
4a87,,-30.3,-31.091,-5.074,9.163,-3.298
2rhw,,-31.021,-32.251,-6.848,11.151,-3.072
4p0v,,-25.646,-37.423,-2.503,18.054,-3.774
1ini,,-48.842,-44.693,-29.142,29.566,-4.572
5ecr,,-29.083,-29.44,-4.951,8.381,-3.074
2dvo,,-25.994,-25.83,-34.255,38.478,-4.387
3icz,,-29.8,-26.184,-72.674,72.764,-3.707
2cn5,,-35.285,-35.86,-19.09,23.768,-4.102
3inj,,-31.822,-32.966,-3.128,7.579,-3.307
1l4y,,-38.36,-33.171,-76.551,74.626,-3.265
2bu6,,-38.208,-37.452,-5.982,8.87,-3.644
2wc5,,-44.051,-41.41,-3.79,5.092,-3.943
5ctw,,-24.952,-25.051,-7.7,10.516,-2.717
6s02,,-33.438,-45.082,-9.655,25.576,-4.277
6b6s,,-19.236,-19.277,-6.363,8.335,-1.93
3r3w,,-10.921,-8.687,-9.795,8.839,-1.277
5nd5,,-17.667,-24.716,-23.996,34.445,-3.401
1gox,,-55.809,-55.023,-19.505,23.233,-4.514
4ix6,,-35.496,-34.274,-18.526,21.383,-4.08
1jj7,,-12.738,-13.315,-5.733,8.519,-2.209
6dwd,,-36.945,-37.76,-17.034,22.458,-4.608
1six,,-13.132,-12.062,-14.071,15.324,-2.324
2pl3,,-19.304,-22.602,-7.077,13.434,-3.06
3dkc,,-26.147,-37.517,-17.257,33.159,-4.532
5vw7,,-65.044,-69.6,-13.915,24.813,-6.343
1xjf,,-34.279,-33.305,-11.659,14.392,-3.707
1zjy,,-15.816,-16.399,-3.593,6.23,-2.054
3wo1,,-30.072,-44.516,37.786,-17.924,-5.418
3fc1,,-50.021,-49.104,-3.813,7.15,-4.253
3mp5,,-89.999,-74.253,-209.579,201.735,-7.902
4nmm,,-54.872,-52.854,-33.74,36.608,-4.887
5imp,,-38.284,-33.303,-52.505,50.841,-3.318
6a1c,,-40.854,-42.138,-1.995,7.55,-4.27
1kjq,,-27.593,-25.647,-23.817,25.895,-4.025
3h4s,,-26.608,-27.442,-10.497,14.453,-3.122
1snf,,-18.183,-16.6,-12.587,13.252,-2.249
3kpx,,-58.087,-59.268,-11.631,17.979,-5.167
2wmo,,-36.565,-34.36,-21.118,22.494,-3.581
3s68,,-12.179,-9.598,-10.576,10.108,-2.112
4aj3,,-12.303,-9.427,-16.8,16.041,-2.117
4nzn,,-13.793,-13.016,-15.826,17.806,-2.756
1xg3,,-9.67,-10.546,-7.698,9.994,-1.42
6e047,,-49.747,-49.209,-13.297,17.356,-4.598
4haz,,-50.524,-50.705,-29.774,34.482,-4.527
2vgk,,-17.417,-16.83,-10.576,12.636,-2.647
4wxg,,-23.741,-23.116,-14.027,16.424,-3.023
3uxm,,-34.505,-32.625,-11.515,12.538,-2.902
3wcm,,-50.401,-50.938,-2.687,8.335,-5.112
2cm8,,-19.931,-19.386,-7.715,9.529,-2.359
2x3j,,-20.512,-21.317,-14.677,18.426,-2.943
5g21,,-57.168,-61.443,-3.552,13.36,-5.534
5k8b,,-25.561,-24.393,-17.313,19.719,-3.574
6dko,,-24.064,-22.678,-14.276,15.59,-2.7
2gil,,-49.447,-47.298,-33.358,35.624,-4.415
1n23,,-25.919,-26.593,-1.613,4.59,-2.303
3vi2,,-12.084,-11.253,-7.169,8.505,-2.167
1iwe,,-24.914,-25.984,-16.356,20.959,-3.533
6hh4,,-38.767,-41.378,-22.411,30.155,-5.133
6fbp,,-29.963,-30.557,-16.181,19.747,-2.973
4x9d,,-11.693,-10.979,-7.122,8.217,-1.808
3kb9,,-45.143,-39.644,-45.814,43.243,-2.928
2x8h,,-23.826,-21.608,-12.886,13.546,-2.878
3wkb,,-33.541,-33.615,-5.005,8.493,-3.415
2wc6,,-43.633,-41.164,-2.981,4.403,-3.891
3gon,,-23.001,-22.134,-11.813,13.449,-2.503
1i59,,-38.739,-39.116,-14.293,18.715,-4.045
4oi4,,-42.422,-45.753,-18.68,26.598,-4.586
1e1m,,-92.246,-96.098,-29.329,40.809,-7.628
6cpf,,-38.5,-34.94,-26.786,27.721,-4.496
1w88,,-42.028,-43.183,-82.612,88.15,-4.383
6c4p,,-26.066,-28.294,-10.256,15.431,-2.947
6cwj,,-16.006,-16.009,-9.382,11.289,-1.903
4ifx,,-65.739,-67.77,-18.159,27.19,-7
5a88,,-41.73,-41.249,-17.636,21.118,-3.962
2xgt,,-60.152,-49.071,-90.45,84.034,-4.664
3ez2,,-36.151,-35.221,-17.965,20.619,-3.583
4kxy,,-33.723,-30.35,-25.034,25.77,-4.109
4hmv,,-33.63,-34.352,-4.421,8.11,-2.967
6qjx,,-43.992,-44.187,-10.275,15.061,-4.591
1so6,,-11.057,-10.286,-20.453,22.208,-2.526
5uil,,-49.985,-47.197,-21.84,23.418,-4.365
3kar,,-32.427,-32.246,-11.825,15.01,-3.366
4j9z,,-26.701,-26.272,-6.556,8.473,-2.346
5gg9,,-25.777,-26.65,-23.309,28.03,-3.848
5cge,,-19.502,-19.787,-2.533,4.81,-1.991
5ew3,,-55.798,-55.473,-4.433,8.318,-4.21
4a2b,,-44.773,-47.28,-16.8,24.113,-4.806
4drx,,-48.214,-47.164,-37.583,41.074,-4.54
4tmv,,-43.363,-43.969,-27.317,31.97,-4.048
3uoy,,-90.308,-88.286,-33.342,38.722,-7.403
2wzi,,-25.952,-23.812,-13.209,13.574,-2.506
1udc,,-41.524,-44.814,-20.866,29.418,-5.261
4lz3,,-39.15,-37.421,-52.014,53.29,-3.005
1p7w,,-36.134,-36.121,-8.206,12.578,-4.385
2bx7,,-22.912,-20.838,-14.251,14.025,-1.848
1hxa,,-32.518,-33.54,-9.81,15.196,-4.365
4b1u,,-47.039,-48.152,-6.526,11.903,-4.265
4rkc,,-23.063,-24.511,-14.137,18.417,-2.832
5t63,,-31.076,-24.246,-30.319,26.529,-3.04
3wbz,,-31.531,-31.431,-15.403,18.943,-3.64
2ae2,,-20.237,-20.099,-3.539,5.641,-2.24
1j1c,,-36.598,-35.798,-20.095,23.305,-4.009
2vbv,,-38.626,-35.589,-21.957,22.356,-3.437
5mxw,,-24.37,-24.514,-4.233,7.52,-3.142
4kpz,,-32.352,-33.008,-7.403,10.724,-2.665
6b5k,,-27.99,-27.378,-12.093,14.698,-3.216
2g7b,,-37.399,-37.307,-0.7,4.953,-4.346
1t5d,,-20.98,-20.611,-3.556,5.174,-1.987
1n52,,-50.74,-53.142,-6.337,13.884,-5.144
5xd5,,-27.773,-30.154,-12.622,18.847,-3.844
4dol,,-39.162,-35.807,-10.201,10.863,-4.016
3iuy,,-14.388,-13.348,-9.802,11.144,-2.381
6i8v,,-39.97,-36.242,-28.624,29.234,-4.338
4p7k,,-45.549,-44.708,-17.126,20.465,-4.18
1g6c,,-25.102,-24.544,-7.929,9.974,-2.603
1yu9,,-46.193,-48.03,-23.421,29.549,-4.291
3rre,,-35.049,-37.134,-10.642,16.645,-3.919
2guo,,-80.368,-67.132,-80.492,75.423,-8.167
5o6h,,-44.962,-47.577,-3.613,11.519,-5.292
4xvr,,-34.764,-44.047,-16.369,30.005,-4.353
5ckw,,-30.538,-33.235,-21.065,27.759,-3.997
6ig8,,-70.709,-72.348,-5.996,13.861,-6.225
3duf,,-38.233,-46.068,-13.06,25.788,-4.892
5hni,,-39.124,-40.813,-7.268,13.34,-4.382
2wi3,,-19.935,-20.267,-3.582,6.287,-2.373
1xkd,,-3.364,-8.453,-0.006,6.92,-1.825
2wat,,-17.803,-26.172,-16.517,28.85,-3.964
1o02,,-64.5,-67.979,-10.682,20.393,-6.232
6c0l,,-73.006,-72.789,-4.659,10.571,-6.128
1lvw,,-35.346,-33.998,-17.414,19.61,-3.544
6ceo,,-40.414,-39.378,-13.845,16.957,-4.148
4xue,,-8.552,-12.176,-3.588,9.244,-2.032
5wfo,,-43.466,-44.266,-0.759,5.26,-3.701
5d0e,,-18.172,-44.786,1.756,28.979,-4.121
1wxe,,-26.838,-29.25,-16.203,22.114,-3.499
3m9y,,-6.947,-6.22,-8.563,9.454,-1.618
4uy1,,-27.445,-34.119,4.084,5.427,-2.836
6c74,,-19.922,-18.584,-15.211,15.877,-2.004
1z2o,,-12.702,-21.315,2.802,8.618,-2.807
3mqh,,-30.546,-29.403,-9.363,11.881,-3.661
3pws,,-18.193,-12.387,-20.799,17.122,-2.129
6dl9,,-18.4,-27.455,-4.286,16.183,-2.843
3h2f,,-25.494,-21.439,-20.465,18.659,-2.25
1x1s,,-43.97,-37.293,-44.523,42.086,-4.24
2i5x,,-25.732,-22.8,-10.505,9.91,-2.337
1kvk,,-22.423,-34.635,0.301,16.074,-4.162
3ew9,,-30.187,-30.836,-11.732,15.825,-3.444
5wzu,,-32.88,-48.698,8.806,11.46,-4.448
4pu5,,-31.998,-39.774,-5.423,17.791,-4.592
2jkg,,-36.244,-34.005,-24.237,26.064,-4.067
6pyl,,-98.519,-79.688,-187.055,178.725,-10.501
5f2t,,-47.714,-46.267,-8.728,11.659,-4.377
2vk4,,-16.238,-29.991,-56.592,73.936,-3.59
2xjb,,-26.929,-27.016,-20.785,24.277,-3.404
6gr3,,-32.825,-34.882,-4.624,10.49,-3.808
3qri,,-74.598,-75.693,-10.496,18.256,-6.665
1dyj,,-40.238,-39.272,-12.682,16.019,-4.304
5gvk,,-47.637,-47.913,-8.406,13.23,-4.548
5ws7,,-31.199,-38.156,-10.751,21.814,-4.106
3rl6,,-37.532,-36.916,-21.196,23.985,-3.406
6rcr,,-41.299,-40.557,-14.113,17.697,-4.325
2trt,,-34.053,-38.245,-3.445,11.969,-4.332
4kh6,,-21.455,-22.114,-11.05,15.282,-3.574
4knx,,-47.572,-48.288,-11.107,16.601,-4.777
1g17,,-48.704,-47.842,-24.614,28.108,-4.356
3hx4,,-32.232,-30.019,-24.797,26.788,-4.205
1f2u,,-43,-43.353,-34.202,39.201,-4.646
3vkb,,-46.692,-47.371,-10.62,16.047,-4.749
5hcn,,-30.898,-38.423,-13.972,25.333,-3.836
6f66,,-27.997,-28.341,-5.159,8.312,-2.808
1q51,,-59.177,-61.161,-15.447,23.762,-6.331
1vpe,,-46.955,-41.498,-34.73,33.765,-4.491
3es8,,-6.412,-10.319,-7.222,12.957,-1.827
5ghn,,-38.061,-36.885,-19.476,22.426,-4.127
6d6p,,-54.222,-55.694,-9.183,14.769,-4.115
5lpg,,-34.922,-37.587,-9.315,15.615,-3.634
2xh2,,-12.913,-12.843,-16.949,18.88,-2.001
1sjc,,-24.424,-24.972,-12.584,16.32,-3.187
4tl7,,-25.224,-28.639,-4.976,11.965,-3.573
2yef,,-34.945,-35.406,-17.308,21.953,-4.185
6f67,,-27.907,-28.19,-5.353,8.396,-2.76
4inb,,-57.717,-56.508,-6.309,9.792,-4.692
4ure,,-18.236,-17.412,-13.656,15.262,-2.429
3q2i,,-32.934,-32.812,-18.622,22.426,-3.926
1so4,,-2.724,-8.196,-9.574,17.273,-2.226
1e1t,,-59.9,-62.465,-20.272,27.77,-4.932
1z4p,,-24.317,-27.546,-15.697,22.48,-3.555
4iqu,,-16.791,-17.421,-3.798,6.92,-2.492
3fap,,-103.829,-103.32,-13.673,22.292,-9.129
1ndc,,-21.637,-22.816,-12.57,17.125,-3.376
3svl,,-30.033,-27.291,-15.683,16.224,-3.284
3lz9,,-33.8,-35.971,-7.224,13.648,-4.252
3nem,,-46.324,-45.454,-24.224,27.952,-4.598
2bvc,,-1.429,-19.049,-10.71,30.921,-2.591
1m3u,,-11.436,-14.771,-5.233,10.64,-2.072
2jcb,,-18.755,-27.891,-13.324,26.105,-3.645
2oga,,-26.664,-25.971,-21.685,24.544,-3.552
1z0k,,-38.655,-39.453,-27.989,32.713,-3.926
5o6m,,-32.205,-31.042,-20.236,23.176,-4.103
5mxm,,-40.689,-38.312,-25.132,26.728,-3.973
4rih,,-60.732,-61.481,-16.523,22.444,-5.172
4x49,,-27.66,-29.784,-15.889,21.467,-3.454
1gwn,,-41.183,-41.4,-19.592,24.12,-4.311
4ctj,,-6.373,-6.183,-2.034,2.955,-1.11
5xxs,,-54.428,-53.289,-20.447,24.776,-5.468
6u03,,-35.512,-39.732,-16.454,25.053,-4.379
2wzh,,-27.497,-21.779,-39.678,36.452,-2.491
4ce5,,-32.89,-33.023,-18.3,22.365,-3.933
6hxu,,-38.519,-37.829,-20.971,24.423,-4.142
1kh2,,-36.316,-36.56,-15.596,20.181,-4.341
1w6s,,-33.146,-36.04,-22.287,28.331,-3.15
1r6b,,-29.628,-29.781,-20.222,23.864,-3.489
2eud,,-32.404,-32.181,-16.919,20.382,-3.687
1umd,,-23.296,-48.949,-17.891,47.973,-4.428
3i33,,-41.407,-42.578,-23.604,28.902,-4.126
6a23,,-19.162,-19.322,-5.645,7.972,-2.167
3dva,,-23.558,-36.419,-3.282,20.642,-4.5
3qo8,,-48.125,-48.62,-22.426,27.228,-4.307
1jub,,-48.082,-47.881,-19.574,23.998,-4.624
3t27,,-20.321,-19.589,-5.994,7.188,-1.926
4ae1,,-21.259,-21.152,-2.597,4.349,-1.86
4unq,,-46.526,-46.149,-8.726,11.952,-3.603
4aah,,-31.415,-37.379,-18.445,27.591,-3.182
5uwt,,-48.546,-52.649,-27.316,35.956,-4.538
2qwn,,-40.13,-45.867,-15.577,25.423,-4.11
1rqi,,-16.987,-19.36,-9.47,14.791,-2.948
6i5k,,-47.025,-48.049,-3.857,9.078,-4.196
1n6h,,-40.692,-47.873,-16.063,27.669,-4.425
2wi1,,-24.164,-24.872,-5.02,8.523,-2.795
4tlb,,-14.568,-22.497,-2.859,14.09,-3.301
4l1k,,-27.264,-28.936,-30.011,35.692,-4.01
1fdk,,-38.883,-45.59,0.801,10.378,-4.472
3c4z,,-28.139,-32.638,-6.161,14.717,-4.058
6skc,,-21.192,-22.138,-4.021,6.94,-1.972
5nuf,,-64.343,-63.775,-32.351,37.894,-6.111
3kkp,,-39.626,-36.023,-32.936,33.228,-3.896
1nb9,,-36.031,-39.568,-11.464,19.036,-4.035
4bzb,,-41.895,-39.523,-29.991,32.154,-4.534
4knr,,-47.243,-47.571,-9.558,14.661,-4.774
6g1p,,-11.518,-15.521,-18.191,24.397,-2.203
4qg2,,-26.945,-27.24,-11.018,14.415,-3.102
5erv,,-26.99,-26.97,-16.043,19.459,-3.436
1w4b,,-18.616,-18.816,-8.638,11.313,-2.475
5l6e,,-54.069,-46.068,-43.394,39.738,-4.346
6q21,,-41.572,-39.31,-34.743,36.654,-4.173
2b6n,,-16.288,-11.326,-18.955,16.081,-2.088
4dlr,,-39.241,-44.504,-21.168,30.968,-4.537
3pkh,,-14.366,-13.109,-8.597,9.118,-1.778
3zzs,,-30.153,-23.723,-33.389,29.651,-2.693
5e9g,,-3.886,-7.424,-5.818,10.529,-1.174
5g3m,,-25.418,-31.903,4.551,5.02,-3.087
4ajc,,-6.386,-6.631,-5.614,7.343,-1.483
6ggi,,-42.001,-44.35,-1.09,7.219,-3.78
5ac0,,-34.849,-35.274,-3.544,7.898,-3.93
2oke,,-15.929,-15.398,-11.208,12.949,-2.273
1kvo,,-39.999,-53.35,9.279,9.082,-5.011
6e0n,,-17.535,-19.063,-9.554,13.743,-2.661
2d0o,,-28.984,-37.004,-15.799,27.943,-4.124
3d77,,-32.326,-31.786,-3.58,6.109,-3.068
5xik,,-9.873,-9.753,-3.308,4.712,-1.523
5a2z,,-21.09,-30.481,-20.408,34.181,-4.383
3gq1,,-47.454,-40.48,-34.755,31.614,-3.833
4fhw,,-21.724,-30.799,-25.815,39.162,-4.271
6ime,,-35.127,-35.511,-10.52,14.92,-4.016
4cbx,,-30.224,-36.052,-22.061,32.639,-4.75
3gtd,,-1.201,2.054,-29.984,27.559,-0.83
3rs3,,-44.168,-47.577,-27.209,34.977,-4.358
5ctx,,-33.358,-34.386,-6.088,10.481,-3.365
5c9w,,-17.758,-24.578,-4.686,14.073,-2.568
2vbu,,-31.304,-34.896,-17.657,24.793,-3.544
2y4o,,-56.268,-57.74,-16.55,22.666,-4.645
3m1i,,-45.827,-49.819,-22.415,30.885,-4.477
3eqi,,-27.052,-36.188,-4.797,18.009,-4.076
2jib,,-61.226,-65.081,-11.002,22.328,-7.47
6edv,,-62.089,-63.778,-15.967,23.671,-6.016
4rri,,-48.436,-46.073,-13.277,14.836,-3.921
8icd,,-9.01,-8.469,-13.143,14.515,-1.913
1xq3,,-44.43,-47.807,-6.923,13.152,-2.852
2vkh,,-33.12,-41.317,-25.595,38.448,-4.656
3n46,,-27.171,-27.172,-7.938,11.067,-3.128
6f68,,-27.649,-27.997,-8.149,11.359,-2.862
2fl6,,-41.19,-41.624,-3.5,7.772,-3.838
2b9f,,-32.077,-37.069,-13.928,22.817,-3.898
1z2p,,-10.89,-18.754,-9.482,20.498,-3.151
2p70,,-25.676,-25.577,-0.984,3.734,-2.85
1q19,,-19.002,-17.708,-11.26,12.246,-2.28
3k8t,,-38.472,-38.185,-17.564,21.218,-3.941
3d36,,-31.05,-37.195,-9.434,19.644,-4.065
5vxc,,-45.125,-45.757,-14.163,19.861,-5.068
3pff,,-37.399,-36.502,-22.124,25.018,-3.791
1q8y,,-16.932,-16.241,-3.983,5.203,-1.911
3dzl,,-15.674,-14.723,-12.41,13.595,-2.135
2g9z,,-6.542,-4.788,-37.622,36.838,-0.971
3r3v,,-8.181,-5.879,-10.673,9.543,-1.171
3wk9,,-30.762,-31.045,-2.739,5.87,-2.848
4aja,,-28.859,-30.086,-10.047,15.017,-3.744
4efh,,-34.199,-35.637,-19.705,25.264,-4.121
5szh,,-51.84,-49.072,-32.954,34.512,-4.326
5v03,,-28.788,-28.31,-2.367,5.168,-3.28
6ba7,,-15.867,-27.782,-5.939,20.596,-2.742
5uin,,-42.068,-43.373,-14.453,20.391,-4.632
6i7i,,-40.692,-38.67,-23.612,25.705,-4.115
4wud,,-18.717,-45.001,-4.007,34.997,-4.706
2ihv,,-14.786,-14.123,-7.697,9.344,-2.31
5b4u,,-8.863,-8.609,-9.517,10.809,-1.546
6if3,,-45.812,-44.318,-28.607,31.478,-4.364
2c49,,-27.967,-25.195,-16.071,16.368,-3.069
1jm6,,-27.152,-31.182,-8.638,16.542,-3.874
3zls,,-25.584,-25.789,-3.779,6.396,-2.412
2fme,,-45.78,-46.713,-3.607,8.518,-3.978
2bu2,,-39.65,-38.03,-7.212,9.127,-3.536
5fzn,,-13.791,-13.049,-4.658,5.683,-1.767
6cm2,,-35.486,-33.291,-29.233,31.247,-4.209
3g8d,,-30.744,-31.933,-18.389,23.531,-3.953
5xii,,-47.521,-48.718,-6.792,11.896,-3.906
5hy1,,-13.276,-14.861,-7.305,10.392,-1.502
2hf4,,-39.31,-40.995,-21.663,28.072,-4.724
2iyy,,-14.671,-12.275,-19.143,19.229,-2.482
3gqk,,-18.279,-23.637,-6.145,15.063,-3.56
2f71,,-39.731,-34.062,-19.993,18.496,-4.172
4qg0,,-35.695,-31.445,-30.033,29.876,-4.092
4foy,,-22.643,-22.354,-13.494,16.071,-2.866
5y5p,,-27.427,-27.012,-13.055,15.296,-2.656
5bn3,,-36.395,-43.422,-13.661,24.902,-4.215
6dug,,-78.582,-78.036,-7.188,13.136,-6.494
6h4f,,-35.673,-37.08,-17.777,24.217,-5.034
2ixe,,-25.359,-24.746,-12.467,14.93,-3.075
5gvh,,-48.444,-48.168,-25.133,29.408,-4.551
1s83,,-17.699,-12.874,-12.557,9.538,-1.807
5j48,,-51.342,-49.98,-16.118,19.182,-4.425
4wuc,,-39.85,-49.27,-24.087,38.184,-4.677
6eac,,-20.394,-25.826,-14.612,23.707,-3.664
4cgl,,-44.459,-46.07,-11.468,17.401,-4.323
6apg,,-11.615,0.683,-61.944,51.089,-1.444
3rus,,-34.471,-39.179,-20.046,28.917,-4.163
3m02,,-23.007,-31.753,-0.752,13.586,-4.087
1f9t,,-29.992,-30.101,-8.485,11.978,-3.383
5yob,,-50.679,-47.737,-18.634,19.77,-4.077
2xvd,,-60.011,-60.557,-6.541,12.248,-5.161
2cje,,-10.288,-25.419,-2.445,20.797,-3.222
4n49,,-29.035,-30.315,-20.396,25.904,-4.228
3c9s,,-16.48,-16.581,-5.491,7.756,-2.165
6rgx,,-37.185,-43.707,-1.223,12.415,-4.67
1px6,,-25.989,-25.091,-10.379,12.603,-3.121
3rbv,,-46.135,-48.505,-19.732,27.474,-5.373
3pa8,,-34.457,-33.394,-10.375,12.917,-3.605
5lrt,,-38.3,-48.892,-7.576,22.046,-3.877
1w2y,,-9.364,-32.573,-1.376,28.253,-3.669
1vid,,-3.948,-15.746,-2.628,16.408,-1.984
4j17,,-37.548,-40.388,-5.179,12.279,-4.26
1loy,,-25.287,-22.375,-16.113,16.071,-2.87
2q1h,,-53.335,-53.202,-6.842,10.516,-3.808
2o2q,,-64.818,-61.359,-48.59,51.293,-6.161
2jdi,,-35.811,-39.96,-19.387,28.347,-4.811
4b5p,,-76.059,-78.312,-16.929,26.446,-7.263
5a5w,,-51.995,-56.981,-22.577,33.157,-5.595
1ky2,,-34.828,-41.308,-19.762,30.573,-4.33
1k9y,,-18.805,-24.405,-11.354,20.403,-3.449
1kxp,,-34.427,-38.689,-15.763,24.633,-4.609
3wnz,,-23.913,-36.531,-6.637,23.257,-4.001
1ktg,,-20.352,-21.128,-6.921,10.578,-2.88
3wxl,,-7.879,-7.814,-4.42,5.866,-1.511
5g0t,,-59.199,-59.474,-12.038,18.056,-5.743
4fhv,,-24.427,-25.132,-23.295,27.64,-3.64
5xxh,,-32.687,-32.05,-7.063,10.056,-3.63
4qnr,,-26.162,-30.678,-6.597,14.99,-3.877
2xdu,,-25.395,-26.093,-1.059,4.196,-2.439
3w0s,,-25.629,-31.65,-9.074,19.418,-4.323
1n6m,,-20.554,-24.419,-13.667,21.041,-3.51
3wca,,-46.938,-45.419,-12.445,15.872,-4.947
2ff6,,-38.575,-43.505,-21.709,31.476,-4.838
4gm0,,-25.665,-31.244,-4.985,14.222,-3.658
5ocm,,-15.398,-15.137,-3.016,5.071,-2.316
3wqt,,-40.578,-49.939,-16.392,30.477,-4.725
2gk6,,-28.873,-27.631,-12.704,14.753,-3.291
5jxz,,-21.476,-26.389,-13.492,21.092,-2.687
1w49,,-5.122,-15.642,-8.456,21.851,-2.875
1ipc,,-34.057,-34.58,-8.039,12.886,-4.325
5zb0,,-17.286,-17.101,-10.343,12.639,-2.48
2rga,,-50.231,-49.189,-30.734,34.227,-4.535
1zxm,,-38.406,-41.98,-13.362,21.419,-4.483
5flg,,-20.179,-19.884,-12.068,14.18,-2.407
6r7a,,-50.369,-51.373,-4.378,10.643,-5.26
3sz9,,-26.76,-26.484,-3.153,5.645,-2.768
